Canción,Artista,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Três Dias,Marcelo Camelo,0.291,0.319,7,-10.465,1,0.0306,0.791,0.468,0.0692,0.038,103.793,audio_features,0A0eOcimSNRs2EQQlH7FFJ,spotify:track:0A0eOcimSNRs2EQQlH7FFJ,https://api.spotify.com/v1/tracks/0A0eOcimSNRs2EQQlH7FFJ,https://api.spotify.com/v1/audio-analysis/0A0eOcimSNRs2EQQlH7FFJ,323280,3
Elephant Gun,Beirut,0.171,0.626,8,-8.677,1,0.0486,0.873,0.0252,0.0681,0.457,180.098,audio_features,0MtVmhAx6CxNuxFIUc6Mj9,spotify:track:0MtVmhAx6CxNuxFIUc6Mj9,https://api.spotify.com/v1/tracks/0MtVmhAx6CxNuxFIUc6Mj9,https://api.spotify.com/v1/audio-analysis/0MtVmhAx6CxNuxFIUc6Mj9,348893,3
Fake Empire,The National,0.324,0.776,0,-6.784,1,0.0346,0.151,0.917,0.0728,0.317,101.964,audio_features,6aUAF8JOd8zEl41B6I18xL,spotify:track:6aUAF8JOd8zEl41B6I18xL,https://api.spotify.com/v1/tracks/6aUAF8JOd8zEl41B6I18xL,https://api.spotify.com/v1/audio-analysis/6aUAF8JOd8zEl41B6I18xL,205040,3
Sorriso ao Sono,Phill Veras,0.627,0.342,2,-12.833,1,0.0394,0.7,0.166,0.082,0.513,80.03,audio_features,2vGvPQNnyybJmiqpr1HiKX,spotify:track:2vGvPQNnyybJmiqpr1HiKX,https://api.spotify.com/v1/tracks/2vGvPQNnyybJmiqpr1HiKX,https://api.spotify.com/v1/audio-analysis/2vGvPQNnyybJmiqpr1HiKX,248480,4
I Will Wait,Mumford & Sons,0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,audio_features,1PuLHwFZoh5qYK89I5YBdZ,spotify:track:1PuLHwFZoh5qYK89I5YBdZ,https://api.spotify.com/v1/tracks/1PuLHwFZoh5qYK89I5YBdZ,https://api.spotify.com/v1/audio-analysis/1PuLHwFZoh5qYK89I5YBdZ,276720,4
Out Of Reach,The Get Up Kids,0.404,0.425,11,-8.46,1,0.0321,0.46,0.00347,0.0864,0.396,210.186,audio_features,0XqvweqwDQluyCKyK25XqC,spotify:track:0XqvweqwDQluyCKyK25XqC,https://api.spotify.com/v1/tracks/0XqvweqwDQluyCKyK25XqC,https://api.spotify.com/v1/audio-analysis/0XqvweqwDQluyCKyK25XqC,226573,3
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4
Want Someone to Remember Me,Phillip Long,0.685,0.192,10,-14.236,1,0.0308,0.751,0.0,0.103,0.579,105.149,audio_features,5m9bm8tBxyhvKv41tMAdnv,spotify:track:5m9bm8tBxyhvKv41tMAdnv,https://api.spotify.com/v1/tracks/5m9bm8tBxyhvKv41tMAdnv,https://api.spotify.com/v1/audio-analysis/5m9bm8tBxyhvKv41tMAdnv,206960,4
Over my head,Judah & the Lion,0.454,0.924,10,-4.38,1,0.0604,0.0694,0.0,0.125,0.505,150.967,audio_features,6r5tlCMur8Vngv3n0DzOFl,spotify:track:6r5tlCMur8Vngv3n0DzOFl,https://api.spotify.com/v1/tracks/6r5tlCMur8Vngv3n0DzOFl,https://api.spotify.com/v1/audio-analysis/6r5tlCMur8Vngv3n0DzOFl,195863,3
Eyes,Rogue Wave,0.642,0.462,1,-8.026,1,0.0294,0.821,2.51e-06,0.106,0.484,130.015,audio_features,3HQdwlovzULm18PjvlA5wz,spotify:track:3HQdwlovzULm18PjvlA5wz,https://api.spotify.com/v1/tracks/3HQdwlovzULm18PjvlA5wz,https://api.spotify.com/v1/audio-analysis/3HQdwlovzULm18PjvlA5wz,148867,4
In Transit,Albert Hammond Jr,0.468,0.715,4,-3.101,0,0.0558,0.00202,0.733,0.087,0.6,141.01,audio_features,1Jte640nBiOWyuD7N0odNZ,spotify:track:1Jte640nBiOWyuD7N0odNZ,https://api.spotify.com/v1/tracks/1Jte640nBiOWyuD7N0odNZ,https://api.spotify.com/v1/audio-analysis/1Jte640nBiOWyuD7N0odNZ,212680,4
Clementine,Sarah Jaffe,0.447,0.472,10,-10.628,1,0.0313,0.748,0.166,0.0873,0.46,77.629,audio_features,3HfSYACG5O3cio4dpHujWo,spotify:track:3HfSYACG5O3cio4dpHujWo,https://api.spotify.com/v1/tracks/3HfSYACG5O3cio4dpHujWo,https://api.spotify.com/v1/audio-analysis/3HfSYACG5O3cio4dpHujWo,285453,4
Hours,Immanu El,0.343,0.513,2,-11.477,1,0.0304,0.342,0.016,0.0845,0.202,104.808,audio_features,4UdckfJgnMiFzY2leDJ11v,spotify:track:4UdckfJgnMiFzY2leDJ11v,https://api.spotify.com/v1/tracks/4UdckfJgnMiFzY2leDJ11v,https://api.spotify.com/v1/audio-analysis/4UdckfJgnMiFzY2leDJ11v,372796,4
Home,Edward Sharpe & The Magnetic Zeros,0.542,0.589,2,-6.623,1,0.0318,0.292,0.000522,0.177,0.137,111.665,audio_features,7w5cxTEzp1rfV3KCy0Bd5N,spotify:track:7w5cxTEzp1rfV3KCy0Bd5N,https://api.spotify.com/v1/tracks/7w5cxTEzp1rfV3KCy0Bd5N,https://api.spotify.com/v1/audio-analysis/7w5cxTEzp1rfV3KCy0Bd5N,303200,4
Do You Realize??,The Flaming Lips,0.464,0.797,0,-5.244,1,0.0333,0.006,0.000304,0.392,0.547,129.964,audio_features,2DFRFqWNahKtFD112H2iEZ,spotify:track:2DFRFqWNahKtFD112H2iEZ,https://api.spotify.com/v1/tracks/2DFRFqWNahKtFD112H2iEZ,https://api.spotify.com/v1/audio-analysis/2DFRFqWNahKtFD112H2iEZ,213173,4
Waitin' for a Superman,Iron & Wine,0.488,0.45,9,-9.366,1,0.0316,0.785,0.915,0.105,0.426,165.407,audio_features,49WL7NYewiv6xPVgroXmKz,spotify:track:49WL7NYewiv6xPVgroXmKz,https://api.spotify.com/v1/tracks/49WL7NYewiv6xPVgroXmKz,https://api.spotify.com/v1/audio-analysis/49WL7NYewiv6xPVgroXmKz,274267,4
People Change,Mipso,0.374,0.276,7,-14.945,1,0.0353,0.884,0.0123,0.122,0.412,80.169,audio_features,3Ed55g8hCz1GmqRTelIPIW,spotify:track:3Ed55g8hCz1GmqRTelIPIW,https://api.spotify.com/v1/tracks/3Ed55g8hCz1GmqRTelIPIW,https://api.spotify.com/v1/audio-analysis/3Ed55g8hCz1GmqRTelIPIW,212853,4
On the Frame (Acoustic),Beta Radio,0.458,0.256,2,-13.301,0,0.0308,0.961,0.000309,0.0951,0.317,140.617,audio_features,5TjAhRtHiLjCrzuOhgk50U,spotify:track:5TjAhRtHiLjCrzuOhgk50U,https://api.spotify.com/v1/tracks/5TjAhRtHiLjCrzuOhgk50U,https://api.spotify.com/v1/audio-analysis/5TjAhRtHiLjCrzuOhgk50U,184932,4
Don't Watch Me Dancing,Little Joy,0.503,0.284,6,-12.92,1,0.0396,0.872,0.558,0.143,0.526,142.913,audio_features,4f1n0muKxA870NYsPmraLN,spotify:track:4f1n0muKxA870NYsPmraLN,https://api.spotify.com/v1/tracks/4f1n0muKxA870NYsPmraLN,https://api.spotify.com/v1/audio-analysis/4f1n0muKxA870NYsPmraLN,214413,3
Evaporar,Little Joy,0.623,0.208,9,-14.083,1,0.0408,0.904,0.918,0.12,0.235,84.584,audio_features,0ytcZAli1HSG5qHNp76y6Y,spotify:track:0ytcZAli1HSG5qHNp76y6Y,https://api.spotify.com/v1/tracks/0ytcZAli1HSG5qHNp76y6Y,https://api.spotify.com/v1/audio-analysis/0ytcZAli1HSG5qHNp76y6Y,230800,3
Unattainable,Little Joy,0.571,0.11,11,-12.539,1,0.0428,0.964,0.00116,0.162,0.492,109.842,audio_features,78dUBuP4dmw7krQz2yEI97,spotify:track:78dUBuP4dmw7krQz2yEI97,https://api.spotify.com/v1/tracks/78dUBuP4dmw7krQz2yEI97,https://api.spotify.com/v1/audio-analysis/78dUBuP4dmw7krQz2yEI97,119587,4
Beautiful,Belle and Sebastian,0.487,0.369,1,-10.446,0,0.0489,0.637,0.000293,0.0929,0.234,116.875,audio_features,0VqU5fPMcFo3iH1aWlDevK,spotify:track:0VqU5fPMcFo3iH1aWlDevK,https://api.spotify.com/v1/tracks/0VqU5fPMcFo3iH1aWlDevK,https://api.spotify.com/v1/audio-analysis/0VqU5fPMcFo3iH1aWlDevK,313920,4
warm glow,Hippo Campus,0.445,0.446,9,-8.87,1,0.0286,0.324,0.119,0.106,0.0384,92.463,audio_features,0WSPIU3Y3bNXsGeKnzSnt1,spotify:track:0WSPIU3Y3bNXsGeKnzSnt1,https://api.spotify.com/v1/tracks/0WSPIU3Y3bNXsGeKnzSnt1,https://api.spotify.com/v1/audio-analysis/0WSPIU3Y3bNXsGeKnzSnt1,358870,4
Perfectly Out Of Place,Dreams We've Had,0.437,0.419,11,-8.003,1,0.0311,0.374,0.142,0.0767,0.118,110.065,audio_features,1ogk8gkNwRw9iHONH2CAna,spotify:track:1ogk8gkNwRw9iHONH2CAna,https://api.spotify.com/v1/tracks/1ogk8gkNwRw9iHONH2CAna,https://api.spotify.com/v1/audio-analysis/1ogk8gkNwRw9iHONH2CAna,293455,4
Kathrin With a K,Super Whatevr,0.626,0.271,2,-10.481,1,0.0281,0.609,0.0011,0.113,0.291,99.982,audio_features,5AGC0c1Hqv2iiUpvvxVexq,spotify:track:5AGC0c1Hqv2iiUpvvxVexq,https://api.spotify.com/v1/tracks/5AGC0c1Hqv2iiUpvvxVexq,https://api.spotify.com/v1/audio-analysis/5AGC0c1Hqv2iiUpvvxVexq,267716,4
Isle of Strawberries,Edwin Raphael,0.626,0.25,1,-8.006,0,0.0308,0.613,6.62e-05,0.12,0.308,134.971,audio_features,7zfTF24acTKL42XSfzGETi,spotify:track:7zfTF24acTKL42XSfzGETi,https://api.spotify.com/v1/tracks/7zfTF24acTKL42XSfzGETi,https://api.spotify.com/v1/audio-analysis/7zfTF24acTKL42XSfzGETi,216370,4
Volta,O Terno,0.387,0.154,10,-11.68,1,0.0405,0.967,0.000113,0.113,0.306,83.347,audio_features,4Qq8rERaPWkDuZsvSWR9LL,spotify:track:4Qq8rERaPWkDuZsvSWR9LL,https://api.spotify.com/v1/tracks/4Qq8rERaPWkDuZsvSWR9LL,https://api.spotify.com/v1/audio-analysis/4Qq8rERaPWkDuZsvSWR9LL,222107,3
Cartão Postal,Apanhador Só,0.527,0.296,8,-10.002,0,0.0347,0.918,0.000398,0.263,0.216,112.995,audio_features,2LWW6D1zabtolij6KFXQYm,spotify:track:2LWW6D1zabtolij6KFXQYm,https://api.spotify.com/v1/tracks/2LWW6D1zabtolij6KFXQYm,https://api.spotify.com/v1/audio-analysis/2LWW6D1zabtolij6KFXQYm,256173,4
You Already Know,"Bombay Bicycle Club, Kathryn Williams",0.662,0.207,2,-16.176,1,0.0427,0.916,0.0698,0.101,0.496,95.466,audio_features,0QUiguzo0mWdlBk6Nvujic,spotify:track:0QUiguzo0mWdlBk6Nvujic,https://api.spotify.com/v1/tracks/0QUiguzo0mWdlBk6Nvujic,https://api.spotify.com/v1/audio-analysis/0QUiguzo0mWdlBk6Nvujic,262533,4
Pull Over (Now),Gengahr,0.518,0.735,2,-6.124,1,0.0364,0.11,0.00574,0.0907,0.377,81.023,audio_features,2y0ksBOhMh9hbJRLTNK8jC,spotify:track:2y0ksBOhMh9hbJRLTNK8jC,https://api.spotify.com/v1/tracks/2y0ksBOhMh9hbJRLTNK8jC,https://api.spotify.com/v1/audio-analysis/2y0ksBOhMh9hbJRLTNK8jC,260885,4
Step,Vampire Weekend,0.624,0.724,10,-7.113,1,0.101,0.591,7.79e-06,0.101,0.624,78.008,audio_features,78J9MBkAoqfvyeEpQKJDzD,spotify:track:78J9MBkAoqfvyeEpQKJDzD,https://api.spotify.com/v1/tracks/78J9MBkAoqfvyeEpQKJDzD,https://api.spotify.com/v1/audio-analysis/78J9MBkAoqfvyeEpQKJDzD,251627,4
Always Like This,Bombay Bicycle Club,0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,audio_features,73M2Vb5MfZh8iGKudkMtlw,spotify:track:73M2Vb5MfZh8iGKudkMtlw,https://api.spotify.com/v1/tracks/73M2Vb5MfZh8iGKudkMtlw,https://api.spotify.com/v1/audio-analysis/73M2Vb5MfZh8iGKudkMtlw,245640,4
Easier,Mansionair,0.449,0.511,1,-5.995,1,0.0419,0.198,0.00946,0.0759,0.221,116.286,audio_features,3nATeGcFdtkhpUrRvgr667,spotify:track:3nATeGcFdtkhpUrRvgr667,https://api.spotify.com/v1/tracks/3nATeGcFdtkhpUrRvgr667,https://api.spotify.com/v1/audio-analysis/3nATeGcFdtkhpUrRvgr667,272600,4
You're Somebody Else,flora cash,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,audio_features,0pdKRp2sUthTPe7RLWpPqQ,spotify:track:0pdKRp2sUthTPe7RLWpPqQ,https://api.spotify.com/v1/tracks/0pdKRp2sUthTPe7RLWpPqQ,https://api.spotify.com/v1/audio-analysis/0pdKRp2sUthTPe7RLWpPqQ,218883,4
Nearer My God,Foxing,0.445,0.755,4,-7.339,1,0.0377,0.00433,0.00204,0.291,0.0692,119.994,audio_features,1tSVf4MEdh8kVwKCmZw6uc,spotify:track:1tSVf4MEdh8kVwKCmZw6uc,https://api.spotify.com/v1/tracks/1tSVf4MEdh8kVwKCmZw6uc,https://api.spotify.com/v1/audio-analysis/1tSVf4MEdh8kVwKCmZw6uc,215693,4
"Welcome Home, Son",Radical Face,0.587,0.497,6,-10.757,1,0.0307,0.723,0.782,0.142,0.401,144.972,audio_features,6HTVZeVQ9J6Uiq6tHESxU9,spotify:track:6HTVZeVQ9J6Uiq6tHESxU9,https://api.spotify.com/v1/tracks/6HTVZeVQ9J6Uiq6tHESxU9,https://api.spotify.com/v1/audio-analysis/6HTVZeVQ9J6Uiq6tHESxU9,287634,3
Lilo,The Japanese House,0.557,0.558,7,-8.797,1,0.0463,0.471,0.0,0.0957,0.22,119.787,audio_features,3RpwjGzgb8QAuOnZbdDZZs,spotify:track:3RpwjGzgb8QAuOnZbdDZZs,https://api.spotify.com/v1/tracks/3RpwjGzgb8QAuOnZbdDZZs,https://api.spotify.com/v1/audio-analysis/3RpwjGzgb8QAuOnZbdDZZs,250067,4
Stuck on the puzzle,Alex Turner,0.58,0.682,4,-8.523,1,0.0332,0.0792,0.0316,0.161,0.774,77.53,audio_features,3cUxncrTWSA9lhlQbuIwUY,spotify:track:3cUxncrTWSA9lhlQbuIwUY,https://api.spotify.com/v1/tracks/3cUxncrTWSA9lhlQbuIwUY,https://api.spotify.com/v1/audio-analysis/3cUxncrTWSA9lhlQbuIwUY,211053,4
Não,Tim Bernardes,0.438,0.0928,4,-13.709,1,0.0416,0.822,0.0,0.118,0.194,143.49,audio_features,7EaxLW81WCgYuHSu6UBcMa,spotify:track:7EaxLW81WCgYuHSu6UBcMa,https://api.spotify.com/v1/tracks/7EaxLW81WCgYuHSu6UBcMa,https://api.spotify.com/v1/audio-analysis/7EaxLW81WCgYuHSu6UBcMa,237587,3
Grace,Phillip Long,0.648,0.334,9,-12.31,1,0.0291,0.623,0.00221,0.246,0.432,130.022,audio_features,1tGfetmGzNQeJ7AZUhCaar,spotify:track:1tGfetmGzNQeJ7AZUhCaar,https://api.spotify.com/v1/tracks/1tGfetmGzNQeJ7AZUhCaar,https://api.spotify.com/v1/audio-analysis/1tGfetmGzNQeJ7AZUhCaar,196253,4
Beige,Yoke Lore,0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.927,audio_features,0FfZudphGgQTGeEV6AhmOs,spotify:track:0FfZudphGgQTGeEV6AhmOs,https://api.spotify.com/v1/tracks/0FfZudphGgQTGeEV6AhmOs,https://api.spotify.com/v1/audio-analysis/0FfZudphGgQTGeEV6AhmOs,204209,4
Space Song,Beach House,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,audio_features,5d8CreUdJvZejvTUo1IHLw,spotify:track:5d8CreUdJvZejvTUo1IHLw,https://api.spotify.com/v1/tracks/5d8CreUdJvZejvTUo1IHLw,https://api.spotify.com/v1/audio-analysis/5d8CreUdJvZejvTUo1IHLw,320467,4
Runaway,The National,0.583,0.441,4,-10.321,1,0.0325,0.869,0.557,0.117,0.349,135.037,audio_features,4CwpP3vWh0f5VsEmvdOWib,spotify:track:4CwpP3vWh0f5VsEmvdOWib,https://api.spotify.com/v1/tracks/4CwpP3vWh0f5VsEmvdOWib,https://api.spotify.com/v1/audio-analysis/4CwpP3vWh0f5VsEmvdOWib,333787,3
Cinder and Smoke,Iron & Wine,0.731,0.3,11,-14.641,0,0.0336,0.864,0.808,0.104,0.397,112.178,audio_features,6a20J6YFMYUjUZ7WnuJYZu,spotify:track:6a20J6YFMYUjUZ7WnuJYZu,https://api.spotify.com/v1/tracks/6a20J6YFMYUjUZ7WnuJYZu,https://api.spotify.com/v1/audio-analysis/6a20J6YFMYUjUZ7WnuJYZu,344320,4
Be Here Now,Gustavo Bertoni,0.57,0.219,3,-14.433,1,0.0305,0.837,0.0112,0.319,0.263,99.542,audio_features,04NQ1q92DRbxWq6lhpVVDQ,spotify:track:04NQ1q92DRbxWq6lhpVVDQ,https://api.spotify.com/v1/tracks/04NQ1q92DRbxWq6lhpVVDQ,https://api.spotify.com/v1/audio-analysis/04NQ1q92DRbxWq6lhpVVDQ,219134,4
A Lack Of Color,Death Cab for Cutie,0.642,0.339,3,-11.884,1,0.0291,0.81,0.000751,0.108,0.355,135.812,audio_features,4mCF3EBgGPSqmEm205KBAV,spotify:track:4mCF3EBgGPSqmEm205KBAV,https://api.spotify.com/v1/tracks/4mCF3EBgGPSqmEm205KBAV,https://api.spotify.com/v1/audio-analysis/4mCF3EBgGPSqmEm205KBAV,215933,4
Halcyon,The Paper Kites,0.633,0.382,2,-13.637,1,0.0256,0.806,0.161,0.0829,0.2,101.012,audio_features,4abEe6s1Ja2qSxqC6BUzn1,spotify:track:4abEe6s1Ja2qSxqC6BUzn1,https://api.spotify.com/v1/tracks/4abEe6s1Ja2qSxqC6BUzn1,https://api.spotify.com/v1/audio-analysis/4abEe6s1Ja2qSxqC6BUzn1,239080,4
3 Rounds and a Sound,Blind Pilot,0.381,0.288,1,-12.323,1,0.0337,0.843,0.00226,0.12,0.198,59.343,audio_features,6AYFKOPbmd12rUP5DalRwB,spotify:track:6AYFKOPbmd12rUP5DalRwB,https://api.spotify.com/v1/tracks/6AYFKOPbmd12rUP5DalRwB,https://api.spotify.com/v1/audio-analysis/6AYFKOPbmd12rUP5DalRwB,266960,4
Video Games,Radical Face,0.48,0.348,7,-11.646,1,0.0428,0.744,0.00207,0.1,0.143,63.464,audio_features,1TJlbxArMUQca5A3tfNyl2,spotify:track:1TJlbxArMUQca5A3tfNyl2,https://api.spotify.com/v1/tracks/1TJlbxArMUQca5A3tfNyl2,https://api.spotify.com/v1/audio-analysis/1TJlbxArMUQca5A3tfNyl2,207000,4
Homing,Yoke Lore,0.507,0.466,0,-9.012,1,0.0297,0.814,0.0713,0.128,0.206,129.91,audio_features,0DlTCllcloMx4ENilIfxan,spotify:track:0DlTCllcloMx4ENilIfxan,https://api.spotify.com/v1/tracks/0DlTCllcloMx4ENilIfxan,https://api.spotify.com/v1/audio-analysis/0DlTCllcloMx4ENilIfxan,217269,4
Southern Star,Gregory Alan Isakov,0.559,0.343,0,-10.623,1,0.031,0.746,0.00236,0.101,0.228,132.659,audio_features,6YXbSjabsKQ1pNvj6zcJ9V,spotify:track:6YXbSjabsKQ1pNvj6zcJ9V,https://api.spotify.com/v1/tracks/6YXbSjabsKQ1pNvj6zcJ9V,https://api.spotify.com/v1/audio-analysis/6YXbSjabsKQ1pNvj6zcJ9V,139240,3
Hide and Seek,Imogen Heap,0.451,0.166,9,-11.125,1,0.0696,0.909,0.0,0.19,0.0901,121.123,audio_features,7mMlbJlXXo2mRtQ4R9sIzD,spotify:track:7mMlbJlXXo2mRtQ4R9sIzD,https://api.spotify.com/v1/tracks/7mMlbJlXXo2mRtQ4R9sIzD,https://api.spotify.com/v1/audio-analysis/7mMlbJlXXo2mRtQ4R9sIzD,268980,4
Hymn,Bjéar,0.142,0.198,2,-13.164,1,0.0301,0.692,0.0925,0.112,0.0394,84.275,audio_features,1VGCIpDw7EJG3oIuw7Hnnq,spotify:track:1VGCIpDw7EJG3oIuw7Hnnq,https://api.spotify.com/v1/tracks/1VGCIpDw7EJG3oIuw7Hnnq,https://api.spotify.com/v1/audio-analysis/1VGCIpDw7EJG3oIuw7Hnnq,277000,4
Solstice,Richy Mitch & The Coal Miners,0.475,0.184,7,-16.804,1,0.0326,0.716,0.000425,0.104,0.157,127.348,audio_features,6ug8xD1Q4jhgfE8t7r2ZKl,spotify:track:6ug8xD1Q4jhgfE8t7r2ZKl,https://api.spotify.com/v1/tracks/6ug8xD1Q4jhgfE8t7r2ZKl,https://api.spotify.com/v1/audio-analysis/6ug8xD1Q4jhgfE8t7r2ZKl,306040,4
"10,000 Weight In Gold",The Head And The Heart,0.484,0.489,1,-9.538,1,0.023,0.464,0.56,0.141,0.259,82.202,audio_features,1dKyBRZ7ckTsgdzRoWdgRY,spotify:track:1dKyBRZ7ckTsgdzRoWdgRY,https://api.spotify.com/v1/tracks/1dKyBRZ7ckTsgdzRoWdgRY,https://api.spotify.com/v1/audio-analysis/1dKyBRZ7ckTsgdzRoWdgRY,252306,4
